overlay	section	section_name	canonical_id	origin	severity	title	source_report
XAR06	S06	Storage / Publication	S06-07	baseline		SAF/content staging capacity is not independently checked	XDM_ANDROID_BUG_HUNT_S06_STORAGE_PUBLICATION_AUDIT.md
XAR06	S06	Storage / Publication	S06-08	baseline		Rename/delete mutate the physical artifact before durable metadata reconciliation	XDM_ANDROID_BUG_HUNT_S06_STORAGE_PUBLICATION_AUDIT.md
XAR06	S06	Storage / Publication	S06-09	baseline		Rename-on-conflict has an external filesystem TOCTOU overwrite window	XDM_ANDROID_BUG_HUNT_S06_STORAGE_PUBLICATION_AUDIT.md
XAR06	S06	Storage / Publication	S06-10	baseline		Direct Storage Doctor does not test the finalization primitive production requires	XDM_ANDROID_BUG_HUNT_S06_STORAGE_PUBLICATION_AUDIT.md
XAR06	S06	Storage / Publication	S06-11	baseline		Destination health does not actually classify low space, and Add preflight does not enforce expected-size capacity	XDM_ANDROID_BUG_HUNT_S06_STORAGE_PUBLICATION_AUDIT.md
XAR06	S06	Storage / Publication	S06-12	baseline		SAF health proves query permission, not actual create/write capability	XDM_ANDROID_BUG_HUNT_S06_STORAGE_PUBLICATION_AUDIT.md
XAR06	S06	Storage / Publication	S06-13	baseline		Startup orphan cleanup cannot discover provider artifacts	XDM_ANDROID_BUG_HUNT_S06_STORAGE_PUBLICATION_AUDIT.md
XAR06	S06	Storage / Publication	S06-14	baseline		Storage safety has little real Android provider test coverage	XDM_ANDROID_BUG_HUNT_S06_STORAGE_PUBLICATION_AUDIT.md
XAR06	S06	Storage / Publication	S06-15	baseline		File staging identity depends on backend ownership serialization	XDM_ANDROID_BUG_HUNT_S06_STORAGE_PUBLICATION_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-01	baseline		Sensitive request headers can cross HTTPS origins during redirects	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-02	baseline		Pause/cancel cannot reliably cancel a response body read	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-03	baseline		HEAD length can be incorrectly trusted when a valid 206 reports unknown total length	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-04	baseline		Final-save retry publishes staging without revalidating transfer integrity	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-05	baseline		Native backend advertises selective repair that production does not execute	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-06	baseline		Dormant selective repair bypasses native per-hop security controls	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-07	baseline		HTML/error-page rejection does not cover many ordinary binary downloads	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-08	baseline		Metadata probes bypass the engine's retry/backoff policy	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-09	baseline		`Retry-After` HTTP-date form is not honored	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-10	baseline		Per-host connection/backoff policy is charged to the pre-redirect host	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-11	baseline		Ranged body reads are not capped to the declared segment boundary	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-12	baseline		Selective repair verifies repaired blocks but not untouched trusted blocks before commit	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-13	baseline		Native HTTP behavioral coverage misses the highest-risk protocol edges	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-14	baseline		`Content-Range` parser is stricter syntactically but weaker semantically than HTTP requires	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR07	S07	Native HTTP Transfer	S07-15	baseline		Native-transfer source validators can false-green protocol behavior	XDM_ANDROID_BUG_HUNT_S07_NATIVE_HTTP_TRANSFER_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-01	baseline		`saveSession()` failure can leave stale session entries after XDM forgets the task	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-02	baseline		saved-session tasks are loaded before XDM validates download ownership	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-03	baseline		`remove()` fails open when RPC is unavailable	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-04	baseline		credential-bearing mirror URLs bypass aria2's signed-URL prohibition	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-05	baseline		magnet is advertised as supported, but XDM's ownership/finalization model is single-file `addUri`	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-06	baseline		SFTP is advertised even though XDM's global request-security gate rejects it	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-07	baseline		artifact-only recovery declares aria2 partial state safe where migration logic says it may be sparse and unsafe	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-08	baseline		Room mapping state and aria2 session state are not durably ordered	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-09	baseline		aria2 child lifetime is not bound to the Android app process	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-10	baseline		automatic selection sends ordinary large/mirrored HTTPS transfers to a backend with redirects disabled	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-11	baseline		capability truth ignores aria2's actual `enabledFeatures`	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-12	baseline		temporary RPC-secret launch files are not cleaned on normal startup after a previous process crash	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-13	baseline		aria2 runtime log is append-only with no retention bound	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-15	baseline		no Android instrumentation test exercises the packaged aria2 runtime end to end	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-16	baseline		current source validators give mixed/stale evidence	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR08	S08	Embedded aria2 Backend	S08-17	baseline		status polling scales linearly with active aria2 tasks	XDM_ANDROID_BUG_HUNT_S08_ARIA2_BACKEND_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-01	baseline		Startup recovery can detach durable/UI state from a still-active backend	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-02	baseline		WorkManager foreground setup failure can strand newly claimed queue rows	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-03	baseline		Scheduler retry and XDM's stop-state transition invalidate each other	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-04	baseline		Boot/package restore can run the full recovery pipeline twice concurrently	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-05	baseline		UIDT can remain logically unfinished after an unexpected coroutine failure	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-06	baseline		Foreground-service exception can skip service shutdown after claim release	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-07	baseline		Immediate reevaluation events can be dropped despite being labeled durable	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-08	baseline		Schedule-window execution relies on an inexact 15-minute periodic sweep	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-09	baseline		Short-window precision is detected but unused	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-10	baseline		Pending terminal-notification replay is not fenced to the current attempt	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-11	baseline		Scheduler recovery/audit logs grow without compaction	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-12	baseline		Per-download Android system IDs are never retired	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-13	baseline		Real scheduler lifecycle behavior has no Android instrumentation coverage	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-14	baseline		Green contract validators encode implementation markers, not scheduler behavior	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR09	S09	Scheduler / Background Execution	S09-15	baseline		Some queue-condition threshold crossings have no immediate observer	XDM_ANDROID_BUG_HUNT_S09_SCHEDULER_BACKGROUND_EXECUTION_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-01	baseline		Firefox in-page FAB exposes privileged captured headers through page-readable open Shadow DOM	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-02	baseline		Direct v3 custom-scheme capture is unauthenticated, forgeable/interceptable, skips review, and composes with synthetic private-network approval	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-03	baseline		Cross-origin HLS variants/tracks inherit parent Cookie/Authorization headers	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-04	baseline		Signed-URL deduplication retains stale exact URL while adopting newest request headers/fingerprint	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-05	baseline		Direct-v3 freshness/replay is receiver-generated rather than sender-authenticated; revision is forgeable	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-07	baseline		WebView userscript site scoping is lost after document-start registration and registrations cannot be removed	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-08	baseline		Userscript wildcard matcher is broken for ordinary `@match` / `@include` patterns	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-09	baseline		Correlated WebView page JS can override Cookie/Authorization and other sensitive native request headers	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-10	baseline		Built-in WebView native request correlation is URL-only, allowing evidence to be rebound across requests/frames	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-11	baseline		WebView JavaScript bridge accepts unbounded raw JSON before parsing/bounding	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-12	baseline		Current documentation/security assertions contradict the production v3 behavior	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR10	S10	Browser / WebView / Handoff	S10-13	baseline		Tests/validators encode several risky implementation markers and omit current end-to-end adversarial paths	XDM_ANDROID_BUG_HUNT_S10_BROWSER_WEBVIEW_HANDOFF_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-01	baseline		DASH `SegmentTemplate` representations are reduced to `BaseURL` and later executed as direct media URLs	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-02	baseline		HLS child-resolution probing can send master credentials to a different origin	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-03	baseline		Per-variant request headers are flattened and copied to every selected FFmpeg input	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-04	baseline		The 768 KiB bounded manifest probe can become authoritative without proving that the manifest was complete	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-05	baseline		HLS master live/protection facts are sampled from only the first three video children and then applied globally	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-06	baseline		HLS `CLOSED-CAPTIONS` are modeled as a network subtitle input pointing back at the master playlist	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
XAR11	S11	Media Detection / Resolution	S11-07	baseline		DASH periods are flattened into one set of simultaneously selectable alternatives	XDM_ANDROID_BUG_HUNT_S11_MEDIA_DETECTION_RESOLUTION_AUDIT.md
